# BETA MCTIME VIRIAL1 DELTA ENERGY N1 L ACCEPTANCE ENERGYSQUARE TEMPERATURE DENSITY PRESSURE CV ENERGYERR CVERR N THERMTIME THBIN BTIME VOLUME PRERR ENERGYTAIL VIRTAIL CUTOFF U TOTENERGY DELTAIN FILENAME SIMTIME CORRTIME 
0.909091 3600000.0 -0.708696502778 0.113 -1.54208875 5 8.85549 0.561273 2.39081233333 1.09999989 0.179999882708 0.0641812990603 0.0105575396791 0.0157424340804 0.000953752233513 125 4550 50 10000 694.44489696 0.00471347284095 -0.017370959629 -0.0347403823207 4.427745 -1.55945970963 0.090540125371 0.113 ./data/phasediag2/test0027.out 0.0 69839.0401351 
0.833333 3600000.0 -0.662238613889 0.114 -1.45338258333 5 8.85549 0.587424 2.12359197222 1.20000048 0.179999882708 0.0905438080819 0.00782710393661 0.0123822206261 0.00137821877774 125 7450 50 10000 694.44489696 0.0038001659173 -0.017370959629 -0.0347403823207 4.427745 -1.47075354296 0.329247177038 0.114 ./data/phasediag2/test0028.out 0.0 48970.6238152 
0.769231 3600000.0 -0.605135755556 0.115 -1.371651 5 8.85549 0.609211 1.88911772222 1.29999961 0.179999882708 0.118822147555 0.00455104203312 0.00895362446532 0.000488404258909 125 12950 50 10000 694.44489696 0.00395432410903 -0.017370959629 -0.0347403823207 4.427745 -1.38902195963 0.560977455371 0.115 ./data/phasediag2/test0029.out 0.0 37523.4671726 
0.714286 3600000.0 -0.562125333333 0.116 -1.30345786111 5 8.85549 0.628942 1.70552463889 1.39999944 0.179999882708 0.144563976181 0.00332767776241 0.00532293657081 0.000198565340528 125 9600 50 10000 694.44489696 0.00295540413749 -0.017370959629 -0.0347403823207 4.427745 -1.32082882074 0.77917033926 0.116 ./data/phasediag2/test0030.out 0.0 15638.9681248 
0.666667 3600000.0 -0.518619944444 0.117 -1.26681288889 5 8.85549 0.64232 1.61085008333 1.49999925 0.179999882708 0.170394895149 0.002682308406 0.00665707846068 0.000201077581866 125 5500 50 10000 694.44489696 0.00442983710936 -0.017370959629 -0.0347403823207 4.427745 -1.28418384852 0.965815026483 0.117 ./data/phasediag2/test0031.out 0.0 26434.9843436 
1.25 3600000.0 -0.931277577778 0.1057 -2.96497325 5 8.24111 0.338834 8.83931530556 0.8 0.223332989804 -0.0412620162016 0.0753889567812 0.028753763659 0.0299150736513 125 11400 50 10000 559.702353467 0.0103631566708 -0.0267408225813 -0.0534780028368 4.120555 -2.99171407258 -1.79171407258 0.1057 ./data/phasediag2/test0032.out 0.0 61688.4972174 
1.11111 3600000.0 -0.906705027778 0.1067 -2.46627391667 5 8.24111 0.414324 6.12254769444 0.900000900001 0.223332989804 -0.0134406551627 0.0494328176948 0.0357597890663 0.012355836263 125 8600 50 10000 559.702353467 0.00790695691625 -0.0267408225813 -0.0534780028368 4.120555 -2.49301473925 -1.14301338925 0.1067 ./data/phasediag2/test0033.out 0.0 114971.750543 
1.0 3600000.0 -0.876738783333 0.1077 -2.06524927778 5 8.24111 0.483286 4.28907527778 1.0 0.223332989804 0.0155848937828 0.0238206984161 0.0242025469492 0.00426962578776 125 6200 50 10000 559.702353467 0.00600571302561 -0.0267408225813 -0.0534780028368 4.120555 -2.09199010036 -0.591990100359 0.1077 ./data/phasediag2/test0034.out 0.0 88525.8596095 
0.909091 360000000.0 -0.817584333333 0.1087 -1.84986891667 5 8.24111 0.526352 3.43820072222 1.09999989 0.223332989804 0.0511293083752 0.0133766252974 0.00210585840264 0.000175943572679 125 7350 50 1000000 559.702353467 0.000500633863399 -0.0267408225813 -0.0534780028368 4.120555 -1.87660973925 -0.226609904248 0.1087 ./data/phasediag2/test0035.out 2151.0 98634.5317965 
0.833333 3600000.0 -0.753216594444 0.1097 -1.72549361111 5 8.24111 0.554754 2.98783855556 1.20000048 0.223332989804 0.0878381786951 0.00729885080695 0.0115879535845 0.000625786337852 125 8400 50 10000 559.702353467 0.00434761542459 -0.0267408225813 -0.0534780028368 4.120555 -1.75223443369 0.0477662863079 0.1097 ./data/phasediag2/test0036.out 0.0 45993.7339468 
